Ticker,Nazwa,Kwartały,I stopień pokrycia,II stopień pokrycia,Płynność gotówkowa,Płynność szybka,Płynność bieżąca,Płynność podwyższona,Pokrycie zobowiązań należnościami,Udział kapitału pracującego w aktywach
3RG,3RGAMES,2008/Q4,"0,90","0,90","0,23","0,73","0,73","0,23","0,50","-0,08"
3RG,3RGAMES,2009/Q4,"0,99","1,04","0,20","1,30","1,30","0,20","0,56","0,04"
3RG,3RGAMES,2010/Q4,"1,06","1,11","0,89","1,65","1,65","0,89","0,73","0,09"
3RG,3RGAMES,2011/Q4,"1,08","1,10","0,14","1,55","1,55","0,14","0,53","0,08"
3RG,3RGAMES,2012/Q1,"3,77","3,79","18,48","19,11","19,11","18,48","0,42","0,71"
3RG,3RGAMES,2012/Q2,"3,39","3,40","15,28","15,73","15,73","15,28","0,31","0,67"
3RG,3RGAMES,2012/Q3,"2,76","2,80","12,49","12,97","12,97","12,49","0,36","0,61"
3RG,3RGAMES,2012/Q4,"6,34","6,47","6,72","7,09","7,09","6,72","0,35","0,74"
3RG,3RGAMES,2013/Q1,"4,07","4,15","9,06","9,72","9,72","9,06","0,62","0,70"
3RG,3RGAMES,2013/Q2,"3,05","3,14","8,43","8,93","8,93","8,43","0,46","0,63"
3RG,3RGAMES,2013/Q3,"2,58","2,65","7,25","7,81","7,81","7,25","0,52","0,57"
3RG,3RGAMES,2013/Q4,"2,39","2,44","4,98","5,49","5,49","4,98","0,49","0,52"
3RG,3RGAMES,2014/Q1,"1,26","1,28","2,71","3,40","3,40","2,71","0,65","0,20"
3RG,3RGAMES,2014/Q2,"1,25","1,26","2,40","2,93","2,93","2,41","0,50","0,19"
3RG,3RGAMES,2014/Q3,"1,24","1,25","2,28","2,69","2,69","2,29","0,39","0,18"
3RG,3RGAMES,2014/Q4,"1,21","1,22","1,78","2,24","2,24","1,79","0,43","0,16"
3RG,3RGAMES,2015/Q1,"1,19","1,19","1,87","2,40","2,40","1,88","0,49","0,14"
3RG,3RGAMES,2015/Q2,"1,82","1,82","3,36","5,36","5,66","3,37","1,97","0,42"
3RG,3RGAMES,2015/Q3,"1,55","1,55","2,69","3,76","4,14","2,69","1,05","0,33"
3RG,3RGAMES,2015/Q4,"1,31","1,31","1,22","1,78","2,21","1,23","0,51","0,20"
3RG,3RGAMES,2016/Q1,"1,23","1,23","0,60","1,29","1,88","0,61","0,66","0,15"
3RG,3RGAMES,2016/Q2,"1,11","1,11","0,42","0,87","1,60","0,43","0,40","0,09"
3RG,3RGAMES,2016/Q3,"1,06","1,06","0,34","0,68","1,31","0,35","0,31","0,06"
3RG,3RGAMES,2016/Q4,"1,11","1,11","0,22","0,99","1,31","0,72","0,26","0,08"
3RG,3RGAMES,2017/Q1,"1,08","1,08","0,11","0,88","1,23","0,51","0,35","0,06"
3RG,3RGAMES,2017/Q2,"1,01","1,01","0,07","0,71","1,03","0,51","0,17","0,01"
3RG,3RGAMES,2017/Q3,"0,91","0,91","0,03","0,56","0,83","0,41","0,13","-0,06"
3RG,3RGAMES,2017/Q4,"0,63","0,63","0,03","0,21","0,51","0,03","0,16","-0,26"
3RG,3RGAMES,2018/Q1,"0,89","0,89","0,00","0,51","0,87","0,02","0,13","-0,06"
3RG,3RGAMES,2018/Q2,"0,59","0,59","0,00","0,14","0,59","0,00","0,09","-0,25"
3RG,3RGAMES,2018/Q3,"0,30","0,30","0,05","0,14","0,45","0,05","0,05","-0,44"
3RG,3RGAMES,2018/Q4,"0,56","0,56","0,01","0,17","0,64","0,01","0,10","-0,25"
3RG,3RGAMES,2019/Q1,"0,04","0,04","0,01","0,15","0,49","0,01","0,10","-0,50"
3RG,3RGAMES,2019/Q2,"-0,83","-0,56","0,01","0,14","0,44","0,01","0,09","-0,70"
3RG,3RGAMES,2019/Q3,"-1,60","-1,34","0,00","0,14","0,38","0,00","0,11","-0,96"
3RG,3RGAMES,2019/Q4,"-2,28","-2,10","0,06","0,27","0,52","0,06","0,19","-0,71"
3RG,3RGAMES,2020/Q1,"-1,08","-0,88","0,00","0,10","0,67","0,00","0,07","-0,40"
3RG,3RGAMES,2020/Q2,"-32,54","-31,78","0,07","0,67","0,67","0,07","0,00","-0,48"
3RG,3RGAMES,2020/Q3,"17,33","18,16","0,01","4,54","4,54","3,35","0,86","0,75"
3RG,3RGAMES,2020/Q4,"0,95","0,99","0,61","0,83","0,91","0,61","0,10","-0,01"
3RG,3RGAMES,2021/Q1,"0,93","0,97","0,08","0,32","0,63","0,08","0,08","-0,03"
3RG,3RGAMES,2021/Q2,"0,91","0,93","0,00","0,14","0,45","0,00","0,05","-0,07"
3RG,3RGAMES,2021/Q3,"0,91","1,06","0,39","1,23","3,47","0,39","0,28","0,06"
3RG,3RGAMES,2021/Q4,"0,89","1,07","0,01","0,91","3,40","0,01","0,16","0,07"
3RG,3RGAMES,2022/Q1,"0,86","1,07","0,02","0,14","4,06","0,02","0,11","0,07"
3RG,3RGAMES,2022/Q2,"0,93","1,10","0,54","0,63","3,96","0,54","0,09","0,09"
3RG,3RGAMES,2022/Q3,"0,98","1,04","1,28","1,87","1,87","1,28","0,59","0,04"
3RG,3RGAMES,2022/Q4,"1,01","1,01","0,72","1,17","1,17","0,72","0,45","0,01"
3RG,3RGAMES,2023/Q1,"1,06","1,06","1,62","2,58","3,45","1,62","0,94","0,06"
3RG,3RGAMES,2023/Q2,"1,09","1,09","2,64","3,36","5,93","2,64","0,71","0,08"
3RG,3RGAMES,2023/Q3,"1,12","1,12","2,36","3,34","7,25","2,36","0,97","0,11"
3RG,3RGAMES,2023/Q4,"1,15","1,15","2,43","3,40","7,05","2,43","0,98","0,13"
3RG,3RGAMES,2024/Q1,"1,18","1,18","4,16","4,88","10,05","4,16","0,72","0,15"
3RG,3RGAMES,2024/Q2,"1,20","1,20","3,57","4,45","8,55","3,57","0,86","0,16"
3RG,3RGAMES,2024/Q3,"1,20","1,20","3,49","4,05","8,56","3,49","0,55","0,16"
3RG,3RGAMES,2024/Q4,"1,16","1,16","2,57","3,16","7,42","2,57","0,57","0,13"
3RG,3RGAMES,2025/Q1,"1,15","1,15","1,07","1,82","5,31","1,07","0,73","0,13"
4MS,4MASS,2016/Q4,"15,00","15,00","0,08","0,54","1,08","0,12","0,41","0,07"
4MS,4MASS,2017/Q4,"29,33","29,33","0,08","1,34","4,07","0,08","1,05","0,73"
4MS,4MASS,2018/Q3,"22,90","24,90","0,01","0,61","2,60","0,01","0,51","0,60"
4MS,4MASS,2018/Q4,"5,46","5,46","0,00","0,38","1,80","0,00","0,37","0,40"
4MS,4MASS,2019/Q1,"5,88","5,88","0,01","0,69","2,04","0,01","0,68","0,46"
4MS,4MASS,2019/Q2,"5,32","5,32","0,00","0,44","1,50","0,00","0,43","0,31"
4MS,4MASS,2019/Q3,"6,76","6,76","0,06","0,57","2,16","0,06","0,50","0,49"
4MS,4MASS,2019/Q4,"2,12","2,44","0,00","0,32","2,11","0,00","0,31","0,39"
4MS,4MASS,2020/Q1,"2,16","2,44","0,02","0,20","2,32","0,02","0,17","0,41"
4MS,4MASS,2020/Q2,"1,92","2,28","0,18","0,19","2,42","0,18","0,20","0,42"
4MS,4MASS,2020/Q3,"1,54","2,61","0,21","0,46","3,37","0,21","0,43","0,50"
4MS,4MASS,2020/Q4,"1,73","2,32","0,25","0,34","2,94","0,25","0,25","0,45"
4MS,4MASS,2021/Q1,"3,09","3,80","1,63","2,18","4,71","1,63","0,53","0,62"
4MS,4MASS,2021/Q2,"2,22","2,64","1,60","2,69","8,90","1,60","1,04","0,58"
4MS,4MASS,2021/Q3,"2,21","2,58","0,99","1,90","7,63","0,99","0,86","0,56"
4MS,4MASS,2021/Q4,"1,34","1,79","0,85","1,47","6,06","0,85","0,69","0,41"
4MS,4MASS,2022/Q1,"1,32","1,82","0,64","1,58","6,41","0,64","1,08","0,43"
4MS,4MASS,2022/Q2,"1,28","1,80","0,25","1,13","6,45","0,25","1,09","0,43"
4MS,4MASS,2022/Q3,"1,35","1,83","0,16","0,63","6,26","0,16","0,95","0,44"
4MS,4MASS,2022/Q4,"1,34","1,73","0,15","0,64","3,52","0,15","0,60","0,37"
4MS,4MASS,2023/Q1,"1,61","1,95","0,36","1,09","4,09","0,37","0,86","0,43"
4MS,4MASS,2023/Q2,"1,73","2,08","0,50","1,41","5,47","0,50","1,13","0,48"
4MS,4MASS,2023/Q3,"1,79","2,06","1,15","1,63","4,87","1,16","0,80","0,47"
4MS,4MASS,2023/Q4,"1,67","1,89","1,01","1,10","5,62","1,01","0,62","0,45"
4MS,4MASS,2024/Q1,"1,78","2,01","0,56","1,08","4,42","0,56","0,90","0,46"
4MS,4MASS,2024/Q2,"1,94","2,13","0,69","1,14","4,45","0,69","0,79","0,48"
4MS,4MASS,2024/Q3,"2,06","2,28","0,67","1,41","5,38","0,67","1,10","0,52"
4MS,4MASS,2024/Q4,"2,12","2,29","0,65","1,20","4,98","0,65","0,78","0,51"
4MS,4MASS,2025/Q1,"2,01","2,21","0,70","1,14","5,54","0,70","0,87","0,51"
AAT,ALTA,2004/Q4,"0,20","0,70","0,01","0,61","0,67","0,01","0,65","-0,17"
AAT,ALTA,2005/Q4,"1,57","1,70","0,71","1,78","2,13","0,71","1,27","0,33"
AAT,ALTA,2006/Q1,"2,67","2,96","0,14","3,08","3,35","2,99","0,16","0,52"
AAT,ALTA,2006/Q2,"2,53","2,82","0,07","2,89","3,24","2,55","0,19","0,51"
AAT,ALTA,2006/Q3,"2,08","2,34","0,23","2,57","2,80","2,43","0,23","0,44"
AAT,ALTA,2006/Q4,"0,95","1,25","0,24","1,58","1,84","1,31","0,25","0,17"
AAT,ALTA,2007/Q1,"0,89","1,06","0,46","0,62","4,81","2,03","0,97","0,16"
AAT,ALTA,2007/Q2,"0,71","0,87","0,05","-0,15","0,92","0,07","0,20","-0,02"
AAT,ALTA,2007/Q3,"0,41","0,51","0,01","0,03","0,26","0,02","0,07","-0,38"
AAT,ALTA,2007/Q4,"0,87","1,21","1,15","2,20","2,43","1,75","0,44","0,16"
AAT,ALTA,2008/Q1,"0,91","1,26","0,60","2,07","2,20","0,80","0,07","0,18"
AAT,ALTA,2008/Q2,"0,77","1,07","1,65","2,83","3,52","1,69","1,04","0,06"
AAT,ALTA,2008/Q3,"0,74","1,03","0,88","1,65","2,14","0,92","0,64","0,03"
AAT,ALTA,2008/Q4,"1,03","1,51","0,85","3,95","9,80","0,92","3,00","0,33"
AAT,ALTA,2009/Q1,"0,98","1,49","0,48","3,75","9,76","0,59","3,10","0,32"
AAT,ALTA,2009/Q2,"0,99","1,49","0,57","4,12","10,75","0,69","3,38","0,32"
AAT,ALTA,2009/Q3,"1,01","1,50","0,63","4,37","11,60","0,74","3,59","0,32"
AAT,ALTA,2009/Q4,"1,01","1,48","0,11","3,51","9,75","0,30","3,17","0,31"
AAT,ALTA,2010/Q1,"1,01","1,49","0,11","3,77","10,41","0,32","3,32","0,32"
AAT,ALTA,2010/Q2,"1,01","1,50","0,50","3,71","9,68","0,64","2,98","0,32"
AAT,ALTA,2010/Q3,"1,03","1,53","0,39","4,26","11,36","0,60","3,43","0,33"
AAT,ALTA,2010/Q4,"0,73","1,08","0,19","2,51","3,16","0,39","2,04","0,07"
AAT,ALTA,2011/Q1,"0,72","1,07","0,04","2,22","2,86","0,14","2,02","0,06"
AAT,ALTA,2011/Q2,"0,73","1,06","0,04","1,74","2,35","0,04","1,66","0,05"
AAT,ALTA,2011/Q3,"0,72","1,08","0,18","2,88","3,94","0,19","2,67","0,07"
AAT,ALTA,2011/Q4,"0,73","1,00","0,01","0,14","1,03","0,06","0,08","0,00"
AAT,ALTA,2012/Q1,"0,74","1,02","0,01","0,16","1,10","0,05","0,11","0,01"
AAT,ALTA,2012/Q2,"0,76","1,03","0,06","0,27","1,18","0,10","0,04","0,03"
AAT,ALTA,2012/Q3,"0,77","1,03","0,05","0,16","1,19","0,11","0,04","0,03"
AAT,ALTA,2012/Q4,"0,81","1,09","0,05","0,48","1,49","0,11","0,04","0,07"
AAT,ALTA,2013/Q1,"0,81","1,08","0,06","0,35","1,51","0,12","0,20","0,06"
AAT,ALTA,2013/Q2,"0,82","1,20","0,04","0,98","4,21","0,19","0,70","0,16"
AAT,ALTA,2013/Q3,"0,82","1,19","0,03","0,52","3,65","0,17","0,32","0,15"
AAT,ALTA,2013/Q4,"0,86","1,14","0,04","0,40","1,70","0,10","0,06","0,10"
AAT,ALTA,2014/Q1,"1,01","1,02","0,01","1,76","1,76","1,47","0,28","0,02"
AAT,ALTA,2014/Q2,"0,98","0,99","0,01","0,38","0,38","0,11","0,25","-0,01"
AAT,ALTA,2014/Q3,"0,97","0,98","0,00","0,17","0,17","0,10","0,06","-0,02"
AAT,ALTA,2014/Q4,"0,99","1,00","0,00","0,63","0,63","0,32","0,19","-0,00"
AAT,ALTA,2015/Q1,"0,99","1,00","0,02","0,78","0,78","0,26","0,43","-0,00"
AAT,ALTA,2015/Q2,"0,99","1,00","0,05","0,70","0,70","0,23","0,43","-0,00"
AAT,ALTA,2015/Q3,"0,99","1,00","0,00","0,99","0,99","0,15","0,83","-0,00"
AAT,ALTA,2015/Q4,"0,99","1,00","0,01","1,13","1,13","0,14","0,93","0,00"
AAT,ALTA,2016/Q1,"0,96","0,97","0,02","0,22","0,22","0,03","0,19","-0,03"
AAT,ALTA,2016/Q2,"1,07","1,07","0,01","2,51","2,51","2,31","0,20","0,07"
AAT,ALTA,2016/Q3,"1,09","1,10","0,02","4,74","4,74","4,18","0,55","0,09"
AAT,ALTA,2016/Q4,"0,98","0,99","0,01","0,47","0,47","0,01","0,45","-0,01"
AAT,ALTA,2017/Q1,"1,08","1,08","0,00","4,33","4,33","3,88","0,45","0,07"
AAT,ALTA,2017/Q2,"0,98","0,99","0,00","0,40","0,40","0,01","0,38","-0,01"
AAT,ALTA,2017/Q3,"0,99","1,00","0,00","0,90","0,90","0,55","0,34","-0,00"
AAT,ALTA,2017/Q4,"0,99","1,00","0,01","0,77","0,77","0,57","0,19","-0,01"
AAT,ALTA,2018/Q1,"0,99","0,99","0,00","0,70","0,70","0,54","0,16","-0,01"
AAT,ALTA,2018/Q2,"0,98","0,99","0,12","0,38","0,38","0,18","0,20","-0,01"
AAT,ALTA,2018/Q3,"0,98","0,98","0,00","0,27","0,27","0,03","0,24","-0,02"
AAT,ALTA,2018/Q4,"1,08","1,08","0,04","4,09","4,09","3,90","0,18","0,07"
AAT,ALTA,2019/Q1,"1,08","1,08","0,00","3,81","3,81","3,65","0,15","0,07"
AAT,ALTA,2019/Q2,"1,08","1,08","0,08","3,97","3,97","3,87","0,10","0,07"
AAT,ALTA,2019/Q3,"1,07","1,09","0,00","4,48","4,48","3,85","0,63","0,08"
AAT,ALTA,2019/Q4,"0,98","0,98","0,07","0,23","0,23","0,11","0,12","-0,02"
AAT,ALTA,2020/Q1,"0,98","0,98","0,09","0,25","0,25","0,09","0,15","-0,02"
AAT,ALTA,2020/Q2,"1,17","1,17","0,86","28,77","28,77","22,76","5,97","0,15"
AAT,ALTA,2020/Q3,"1,18","1,18","0,92","30,81","30,81","25,74","5,02","0,15"
AAT,ALTA,2020/Q4,"1,12","1,12","0,11","23,69","23,69","19,90","3,76","0,11"
AAT,ALTA,2021/Q1,"1,12","1,12","0,12","24,73","24,73","21,15","3,55","0,10"
AAT,ALTA,2021/Q2,"1,09","1,09","0,27","4,71","4,71","4,54","0,17","0,08"
AAT,ALTA,2021/Q3,"1,21","1,21","0,60","3,79","3,79","2,39","1,40","0,16"
AAT,ALTA,2021/Q4,"1,21","1,21","0,22","5,42","5,42","3,22","2,20","0,17"
AAT,ALTA,2022/Q1,"1,21","1,21","1,78","92,50","92,50","65,50","26,91","0,17"
AAT,ALTA,2022/Q2,"1,21","1,21","0,33","73,02","73,02","52,42","20,54","0,17"
AAT,ALTA,2022/Q3,"1,05","1,05","0,01","16,30","16,30","0,54","15,69","0,05"
AAT,ALTA,2022/Q4,"1,06","1,06","0,18","19,24","19,24","6,09","13,09","0,06"
AAT,ALTA,2023/Q1,"1,06","1,06","0,14","23,78","23,78","7,08","16,63","0,05"
AAT,ALTA,2023/Q2,"1,05","1,05","0,02","11,81","11,81","2,40","9,37","0,05"
AAT,ALTA,2023/Q3,"1,05","1,05","0,01","9,51","9,51","1,99","7,48","0,04"
AAT,ALTA,2023/Q4,"1,04","1,04","0,32","13,41","13,41","4,01","9,33","0,04"
AAT,ALTA,2024/Q1,"1,04","1,04","0,00","9,96","9,96","2,31","7,59","0,04"
AAT,ALTA,2024/Q2,"1,03","1,03","0,00","10,58","10,58","0,97","9,59","0,03"
AAT,ALTA,2024/Q3,"1,03","1,03",,"4,97","4,97","0,40","4,56","0,03"
AAT,ALTA,2024/Q4,"1,02","1,02","0,07","2,73","2,73","0,36","2,36","0,02"
AAT,ALTA,2025/Q1,"1,01","1,01","0,02","2,23","2,23","0,26","1,97","0,01"
ABE,ABPL,2005/Q4,"2,39","3,87","0,15","0,89","1,27","0,15","0,74","0,20"
ABE,ABPL,2006/Q4,"2,70","3,02","0,08","0,79","1,21","0,08","0,70","0,16"
ABE,ABPL,2007/Q1,"2,64","3,45","0,02","0,71","1,30","0,02","0,68","0,21"
ABE,ABPL,2007/Q2,"2,62","3,33","0,03","0,75","1,33","0,03","0,71","0,22"
ABE,ABPL,2007/Q3,"2,56","3,18","0,05","0,56","1,21","0,05","0,51","0,16"
ABE,ABPL,2007/Q4,"1,70","1,87","0,06","0,62","1,26","0,06","0,57","0,17"
ABE,ABPL,2008/Q1,"1,75","1,91","0,05","0,69","1,20","0,05","0,64","0,14"
ABE,ABPL,2008/Q2,"1,66","1,78","0,08","0,73","1,18","0,08","0,65","0,13"
ABE,ABPL,2008/Q3,"1,71","1,78","0,06","0,70","1,23","0,06","0,64","0,15"
ABE,ABPL,2008/Q4,"1,60","1,64","0,04","0,75","1,26","0,05","0,70","0,16"
ABE,ABPL,2009/Q1,"1,63","1,67","0,06","0,73","1,22","0,06","0,67","0,14"
ABE,ABPL,2009/Q2,"1,72","1,76","0,07","0,76","1,23","0,07","0,69","0,15"
ABE,ABPL,2009/Q3,"1,75","1,79","0,06","0,67","1,27","0,06","0,60","0,17"
ABE,ABPL,2009/Q4,"1,80","1,83","0,04","0,68","1,26","0,04","0,64","0,17"
ABE,ABPL,2010/Q1,"1,86","1,89","0,03","0,65","1,23","0,03","0,62","0,15"
ABE,ABPL,2010/Q2,"2,01","2,05","0,03","0,65","1,20","0,03","0,62","0,14"
ABE,ABPL,2010/Q3,"2,06","2,10","0,02","0,68","1,25","0,02","0,66","0,17"
ABE,ABPL,2010/Q4,"2,00","2,04","0,03","0,74","1,30","0,03","0,71","0,19"
ABE,ABPL,2011/Q1,"2,01","2,05","0,03","0,72","1,24","0,03","0,69","0,16"
ABE,ABPL,2011/Q2,"2,18","2,22","0,02","0,77","1,23","0,02","0,75","0,16"
ABE,ABPL,2011/Q3,"2,26","2,30","0,03","0,68","1,29","0,03","0,64","0,19"
ABE,ABPL,2011/Q4,"2,29","2,32","0,02","0,74","1,32","0,02","0,71","0,20"
ABE,ABPL,2012/Q1,"2,37","2,41","0,03","0,78","1,31","0,03","0,74","0,20"
ABE,ABPL,2012/Q2,"2,50","2,53","0,02","0,73","1,26","0,02","0,70","0,18"
ABE,ABPL,2012/Q3,"2,53","2,56","0,02","0,65","1,32","0,02","0,62","0,21"
ABE,ABPL,2012/Q4,"2,54","2,57","0,02","0,74","1,35","0,02","0,72","0,22"
ABE,ABPL,2013/Q1,"2,70","2,74","0,03","0,79","1,39","0,03","0,76","0,24"
ABE,ABPL,2013/Q2,"2,74","2,78","0,06","0,76","1,28","0,06","0,69","0,20"
ABE,ABPL,2013/Q3,"2,82","2,85","0,03","0,65","1,36","0,03","0,62","0,23"
ABE,ABPL,2013/Q4,"2,76","2,79","0,06","0,69","1,38","0,06","0,63","0,24"
ABE,ABPL,2014/Q1,"2,49","3,04","0,09","0,76","1,49","0,09","0,66","0,28"
ABE,ABPL,2014/Q2,"2,25","2,85","0,07","0,80","1,40","0,07","0,73","0,25"
ABE,ABPL,2014/Q3,"2,13","2,67","0,05","0,67","1,47","0,05","0,61","0,27"
ABE,ABPL,2014/Q4,"1,99","2,51","0,11","0,71","1,46","0,11","0,59","0,26"
ABE,ABPL,2015/Q1,"1,99","2,77","0,07","0,69","1,53","0,07","0,62","0,29"
ABE,ABPL,2015/Q2,"2,05","2,82","0,02","0,70","1,40","0,02","0,68","0,25"
ABE,ABPL,2015/Q3,"2,14","2,92","0,06","0,63","1,50","0,07","0,56","0,28"
ABE,ABPL,2015/Q4,"2,13","2,87","0,03","0,65","1,49","0,03","0,62","0,28"
ABE,ABPL,2016/Q1,"2,21","2,95","0,04","0,65","1,47","0,04","0,61","0,28"
ABE,ABPL,2016/Q2,"2,30","3,03","0,04","0,79","1,47","0,04","0,75","0,28"
ABE,ABPL,2016/Q3,"2,42","3,17","0,05","0,62","1,54","0,05","0,56","0,30"
ABE,ABPL,2016/Q4,"2,47","3,49","0,08","0,85","1,71","0,08","0,76","0,36"
ABE,ABPL,2017/Q1,"2,49","3,49","0,14","0,76","1,58","0,14","0,62","0,32"
ABE,ABPL,2017/Q2,"2,64","3,66","0,19","0,86","1,53","0,19","0,67","0,31"
ABE,ABPL,2017/Q3,"2,68","3,69","0,08","0,74","1,82","0,08","0,66","0,39"
ABE,ABPL,2017/Q4,"2,67","3,67","0,12","0,85","1,74","0,12","0,73","0,37"
ABE,ABPL,2018/Q1,"2,80","3,44","0,09","0,70","1,49","0,10","0,60","0,29"
ABE,ABPL,2018/Q2,"2,90","3,58","0,08","0,77","1,48","0,08","0,69","0,29"
ABE,ABPL,2018/Q3,"2,96","3,64","0,05","0,69","1,59","0,05","0,64","0,33"
ABE,ABPL,2018/Q4,"3,03","3,70","0,08","0,80","1,63","0,08","0,71","0,34"
ABE,ABPL,2019/Q1,"2,92","3,55","0,06","0,72","1,50","0,06","0,65","0,30"
ABE,ABPL,2019/Q2,"3,05","3,68","0,07","0,75","1,45","0,08","0,67","0,28"
ABE,ABPL,2019/Q3,"2,94","3,52","0,21","0,74","1,49","0,21","0,53","0,29"
ABE,ABPL,2019/Q4,"3,06","3,63","0,17","0,85","1,45","0,18","0,67","0,28"
ABE,ABPL,2020/Q1,"3,04","3,81","0,08","0,81","1,51","0,08","0,72","0,30"
ABE,ABPL,2020/Q2,"3,15","4,14","0,09","0,96","1,52","0,09","0,86","0,31"
ABE,ABPL,2020/Q3,"3,19","4,13","0,08","0,74","1,56","0,08","0,66","0,32"
ABE,ABPL,2020/Q4,"3,30","3,98","0,06","0,72","1,60","0,06","0,66","0,33"
ABE,ABPL,2021/Q1,"3,27","3,84","0,06","0,77","1,47","0,06","0,70","0,29"
ABE,ABPL,2021/Q2,"3,46","3,76","0,09","0,81","1,38","0,09","0,72","0,25"
ABE,ABPL,2021/Q3,"3,46","3,84","0,05","0,59","1,42","0,06","0,53","0,27"
ABE,ABPL,2021/Q4,"3,02","3,49","0,02","0,65","1,45","0,03","0,62","0,27"
ABE,ABPL,2022/Q1,"3,00","3,53","0,04","0,62","1,37","0,04","0,58","0,24"
ABE,ABPL,2022/Q2,"3,36","3,69","0,02","0,71","1,40","0,02","0,68","0,26"
ABE,ABPL,2022/Q3,"3,50","3,81","0,03","0,71","1,53","0,04","0,67","0,31"
ABE,ABPL,2022/Q4,"3,54","3,84","0,03","0,60","1,52","0,03","0,57","0,31"
ABE,ABPL,2023/Q1,"3,40","3,90","0,03","0,84","1,40","0,03","0,81","0,26"
ABE,ABPL,2024/Q4,"3,89","4,39","0,06","0,82","1,53","0,06","0,76","0,31"
ABE,ABPL,2025/Q1,"4,21","4,73","0,11","0,84","1,48","0,11","0,72","0,30"
ABE,ABPL,2025/Q2,"4,30","4,82","0,09","0,80","1,61","0,09","0,71","0,35"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2006/Q4,"5,93","5,93","0,15","5,01","5,03","3,77","1,16","0,69"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2007/Q4,"1,19","1,20","0,43","1,90","1,94","0,61","1,27","0,14"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2008/Q1,"1,24","1,25","0,77","3,10","3,16","1,17","1,86","0,18"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2008/Q2,"1,18","1,19","0,87","2,75","2,80","1,01","1,67","0,15"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2008/Q3,"1,19","1,21","1,01","3,12","3,17","1,44","1,63","0,16"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2008/Q4,"1,24","1,25","1,07","2,60","2,64","1,10","1,47","0,18"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2009/Q1,"1,28","1,29","2,18","4,17","4,22","2,24","1,88","0,21"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2009/Q2,"1,23","1,23","1,47","3,42","3,47","1,53","1,85","0,18"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2009/Q3,"1,26","1,26","2,14","3,89","3,95","2,20","1,66","0,19"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2009/Q4,"1,29","1,30","1,70","3,05","3,08","1,73","1,30","0,21"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2010/Q1,"1,33","1,33","2,82","4,53","4,56","2,82","1,64","0,23"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2010/Q2,"1,25","1,25","1,69","3,27","3,32","1,69","1,45","0,19"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2010/Q3,"1,28","1,29","1,62","3,16","3,28","1,66","1,39","0,20"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2010/Q4,"1,33","1,34","1,80","3,00","3,02","1,80","1,12","0,22"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2011/Q1,"1,39","1,40","3,07","4,73","4,77","3,07","1,52","0,26"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2011/Q2,"1,27","1,27","1,69","3,57","3,60","1,69","1,74","0,20"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2011/Q3,"1,30","1,30","2,72","4,69","4,78","2,72","1,80","0,22"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2011/Q4,"1,33","1,33","2,39","3,73","3,77","2,39","1,31","0,23"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2012/Q1,"1,38","1,38","3,39","5,12","5,18","3,39","1,67","0,26"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2012/Q2,"1,24","1,24","1,92","3,79","3,86","1,92","1,82","0,18"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2012/Q3,"1,28","1,28","2,47","4,88","4,97","2,47","2,37","0,21"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2012/Q4,"1,32","1,32","2,74","4,46","4,55","2,75","1,68","0,23"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2013/Q1,"1,36","1,36","4,12","6,08","6,13","4,12","1,91","0,25"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2013/Q2,"1,25","1,25","2,66","4,45","4,49","2,66","1,75","0,19"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2013/Q3,"1,29","1,29","3,36","5,19","5,22","3,36","1,79","0,21"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2013/Q4,"1,33","1,33","1,71","2,95","3,03","1,71","1,22","0,22"
ASSECO-BUSINESS-SOLUTIONS,ASSECOBS,2014/Q1,"1,37","1,37","3,53","5,26","5,35","3,53","1,68","0,26"
